ds,temps
2017-05-08 06:55:00,4.2
2017-05-08 07:00:00,4.1
2017-05-08 07:05:00,4.2
2017-05-08 07:10:00,4.2
2017-05-08 07:15:00,4.2
2017-05-08 07:20:00,4.3
2017-05-08 07:25:00,4.3
2017-05-08 07:30:00,4.3
2017-05-08 07:35:00,4.3
2017-05-08 07:40:00,4.3
2017-05-08 07:45:00,4.4
2017-05-08 07:50:00,4.5
2017-05-08 07:55:00,4.4
2017-05-08 08:00:00,4.3
2017-05-08 08:05:00,4.2
2017-05-08 08:10:00,4.0
2017-05-08 08:15:00,4.0
2017-05-08 08:20:00,4.0
2017-05-08 08:25:00,3.9
2017-05-08 08:30:00,3.8
2017-05-08 08:35:00,3.8
2017-05-08 08:40:00,3.8
2017-05-08 08:45:00,3.8
2017-05-08 08:50:00,3.9
2017-05-08 08:55:00,3.9
2017-05-08 09:00:00,3.8
2017-05-08 09:05:00,3.8
2017-05-08 09:10:00,3.8
2017-05-08 09:15:00,3.8
2017-05-08 09:20:00,3.8
2017-05-08 09:25:00,3.8
2017-05-08 09:30:00,3.9
2017-05-08 09:35:00,3.8
2017-05-08 09:40:00,3.4
2017-05-08 09:45:00,3.4
2017-05-08 09:50:00,3.5
2017-05-08 09:55:00,3.5
2017-05-08 10:00:00,3.6
2017-05-08 10:05:00,3.6
2017-05-08 10:10:00,3.5
2017-05-08 10:15:00,3.5
2017-05-08 10:20:00,3.4
2017-05-08 10:25:00,3.3
2017-05-08 10:30:00,3.3
2017-05-08 10:35:00,3.4
2017-05-08 10:40:00,3.3
2017-05-08 10:45:00,3.3
2017-05-08 10:50:00,2.9
2017-05-08 10:55:00,2.8
2017-05-08 11:00:00,2.8
2017-05-08 11:05:00,2.7
2017-05-08 11:10:00,2.4
2017-05-08 11:15:00,2.4
2017-05-08 11:20:00,2.4
2017-05-08 11:25:00,2.4
2017-05-08 11:30:00,2.2
2017-05-08 11:35:00,1.9
2017-05-08 11:40:00,2.0
2017-05-08 11:45:00,2.4
2017-05-08 11:50:00,2.8
2017-05-08 11:55:00,3.1
2017-05-08 12:00:00,3.5
2017-05-08 12:05:00,3.3
2017-05-08 12:10:00,3.3
2017-05-08 12:15:00,3.4
2017-05-08 12:20:00,3.4
2017-05-08 12:25:00,3.6
2017-05-08 12:30:00,3.7
2017-05-08 12:35:00,3.6
2017-05-08 12:40:00,3.6
2017-05-08 12:45:00,3.7
2017-05-08 12:50:00,3.6
2017-05-08 12:55:00,3.6
2017-05-08 13:00:00,3.5
2017-05-08 13:05:00,3.5
2017-05-08 13:10:00,3.7
2017-05-08 13:15:00,3.9
2017-05-08 13:20:00,4.1
2017-05-08 13:25:00,4.2
2017-05-08 13:30:00,4.4
2017-05-08 13:35:00,4.7
2017-05-08 13:40:00,4.9
2017-05-08 13:45:00,5.1
2017-05-08 13:50:00,5.3
2017-05-08 13:55:00,5.5
2017-05-08 14:00:00,5.6
2017-05-08 14:05:00,5.7
2017-05-08 14:10:00,5.8
2017-05-08 14:15:00,5.9
2017-05-08 14:20:00,6.0
2017-05-08 14:25:00,6.0
2017-05-08 14:30:00,4.9
2017-05-08 14:35:00,5.1
2017-05-08 14:40:00,5.9
2017-05-08 14:45:00,6.6
2017-05-08 14:50:00,6.5
2017-05-08 14:55:00,6.8
2017-05-08 15:00:00,7.2
2017-05-08 15:05:00,7.3
2017-05-08 15:10:00,7.6
2017-05-08 15:15:00,7.8
2017-05-08 15:20:00,8.2
2017-05-08 15:25:00,8.3
2017-05-08 15:30:00,8.7
2017-05-08 15:35:00,9.1
2017-05-08 15:40:00,9.5
2017-05-08 15:45:00,10.1
2017-05-08 15:50:00,10.8
2017-05-08 15:55:00,11.4
2017-05-08 16:00:00,12.1
2017-05-08 16:05:00,12.5
2017-05-08 16:10:00,13.0
2017-05-08 16:15:00,13.6
2017-05-08 16:20:00,13.7
2017-05-08 16:25:00,14.5
2017-05-08 16:30:00,14.8
2017-05-08 16:35:00,15.4
2017-05-08 16:40:00,15.7
2017-05-08 16:45:00,16.6
2017-05-08 16:50:00,16.5
2017-05-08 16:55:00,16.9
2017-05-08 17:00:00,17.6
2017-05-08 17:05:00,17.9
2017-05-08 17:10:00,18.0
2017-05-08 17:15:00,18.2
2017-05-08 17:20:00,18.2
2017-05-08 17:25:00,18.8
2017-05-08 17:30:00,18.7
2017-05-08 17:35:00,19.2
2017-05-08 17:40:00,20.0
2017-05-08 17:45:00,20.2
2017-05-08 17:50:00,20.6
2017-05-08 17:55:00,21.3
2017-05-08 18:00:00,21.8
2017-05-08 18:05:00,22.3
2017-05-08 18:10:00,22.7
2017-05-08 18:15:00,23.0
2017-05-08 18:20:00,23.4
2017-05-08 18:25:00,24.0
2017-05-08 18:30:00,24.5
2017-05-08 18:35:00,24.8
2017-05-08 18:40:00,25.2
2017-05-08 18:45:00,26.0
2017-05-08 18:50:00,26.5
2017-05-08 18:55:00,27.0
2017-05-08 19:00:00,27.1
2017-05-08 19:05:00,27.3
2017-05-08 19:10:00,27.4
2017-05-08 19:15:00,27.6
2017-05-08 19:20:00,27.3
2017-05-08 19:25:00,24.0
2017-05-08 19:30:00,27.2
2017-05-08 19:35:00,27.9
2017-05-08 19:40:00,28.9
2017-05-08 19:45:00,28.7
2017-05-08 19:50:00,29.4
2017-05-08 19:55:00,29.2
2017-05-08 20:00:00,29.5
2017-05-08 20:05:00,30.2
2017-05-08 20:10:00,31.1
2017-05-08 20:15:00,28.2
2017-05-08 20:20:00,23.6
2017-05-08 20:25:00,23.2
2017-05-08 20:30:00,22.2
2017-05-08 20:35:00,21.0
2017-05-08 20:40:00,20.9
2017-05-08 20:45:00,20.5
2017-05-08 20:50:00,21.8
2017-05-08 20:55:00,23.8
2017-05-08 21:00:00,22.6
2017-05-08 21:05:00,21.1
2017-05-08 21:10:00,20.7
2017-05-08 21:15:00,20.9
2017-05-08 21:20:00,19.8
2017-05-08 21:25:00,23.9
2017-05-08 21:30:00,22.3
2017-05-08 21:35:00,22.6
2017-05-08 21:40:00,21.4
2017-05-08 21:45:00,19.3
2017-05-08 21:50:00,19.4
2017-05-08 21:55:00,21.9
2017-05-08 22:00:00,21.6
2017-05-08 22:05:00,20.2
2017-05-08 22:10:00,19.6
2017-05-08 22:15:00,23.0
2017-05-08 22:20:00,21.3
2017-05-08 22:25:00,19.5
2017-05-08 22:30:00,20.1
2017-05-08 22:35:00,18.1
2017-05-08 22:40:00,17.9
2017-05-08 22:45:00,18.2
2017-05-08 22:50:00,22.3
2017-05-08 22:55:00,19.4
2017-05-08 23:00:00,17.9
2017-05-08 23:05:00,17.6
2017-05-08 23:10:00,17.5
2017-05-08 23:15:00,17.8
2017-05-08 23:20:00,18.0
2017-05-08 23:25:00,17.7
2017-05-08 23:30:00,17.8
2017-05-08 23:35:00,17.2
2017-05-08 23:40:00,16.3
2017-05-08 23:45:00,15.6
2017-05-08 23:50:00,15.9
2017-05-08 23:55:00,18.5
2017-05-09 00:00:00,19.9
2017-05-09 00:05:00,20.7
2017-05-09 00:10:00,20.1
2017-05-09 00:15:00,20.3
2017-05-09 00:20:00,18.9
2017-05-09 00:25:00,18.0
2017-05-09 00:30:00,17.0
2017-05-09 00:35:00,16.7
2017-05-09 00:40:00,16.7
2017-05-09 00:45:00,15.9
2017-05-09 00:50:00,15.0
2017-05-09 00:55:00,15.9
2017-05-09 01:00:00,16.0
2017-05-09 01:05:00,16.7
2017-05-09 01:10:00,16.9
2017-05-09 01:15:00,17.1
2017-05-09 01:20:00,17.7
2017-05-09 01:25:00,16.7
2017-05-09 01:30:00,16.6
2017-05-09 01:35:00,15.2
2017-05-09 01:40:00,14.6
2017-05-09 01:45:00,13.7
2017-05-09 01:50:00,13.3
2017-05-09 01:55:00,13.4
2017-05-09 02:00:00,13.6
2017-05-09 02:05:00,13.8
2017-05-09 02:10:00,13.2
2017-05-09 02:15:00,13.2
2017-05-09 02:20:00,13.0
2017-05-09 02:25:00,12.7
2017-05-09 02:30:00,12.7
2017-05-09 02:35:00,12.4
2017-05-09 02:40:00,12.2
2017-05-09 02:45:00,11.9
2017-05-09 02:50:00,11.8
2017-05-09 02:55:00,11.7
2017-05-09 03:00:00,11.5
2017-05-09 03:05:00,11.0
2017-05-09 03:10:00,10.8
2017-05-09 03:15:00,11.0
2017-05-09 03:20:00,11.0
2017-05-09 03:25:00,11.0
2017-05-09 03:30:00,11.0
2017-05-09 03:35:00,10.9
2017-05-09 03:40:00,10.8
2017-05-09 03:45:00,10.8
2017-05-09 03:50:00,10.7
2017-05-09 03:55:00,10.5
2017-05-09 04:00:00,10.4
2017-05-09 04:05:00,10.2
2017-05-09 04:10:00,10.2
2017-05-09 04:15:00,10.2
2017-05-09 04:20:00,10.0
2017-05-09 04:25:00,9.4
2017-05-09 04:30:00,9.0
2017-05-09 04:35:00,8.8
2017-05-09 04:40:00,8.4
2017-05-09 04:45:00,8.3
2017-05-09 04:50:00,8.2
2017-05-09 04:55:00,8.1
2017-05-09 05:00:00,8.1
2017-05-09 05:05:00,8.0
2017-05-09 05:10:00,7.9
2017-05-09 05:15:00,7.8
2017-05-09 05:20:00,7.6
2017-05-09 05:25:00,7.6
2017-05-09 05:30:00,7.5
2017-05-09 05:35:00,7.4
2017-05-09 05:40:00,7.2
2017-05-09 05:45:00,7.0
2017-05-09 05:50:00,6.8
2017-05-09 05:55:00,6.6
2017-05-09 06:00:00,6.8
2017-05-09 06:05:00,6.9
2017-05-09 06:10:00,6.9
2017-05-09 06:15:00,6.9
2017-05-09 06:20:00,6.7
2017-05-09 06:25:00,6.7
2017-05-09 06:30:00,6.8
2017-05-09 06:35:00,6.7
2017-05-09 06:40:00,6.7
2017-05-09 06:45:00,6.5
2017-05-09 06:50:00,6.3
2017-05-09 06:55:00,6.3
2017-05-09 07:00:00,6.3
2017-05-09 07:05:00,6.3
2017-05-09 07:10:00,6.4
2017-05-09 07:15:00,6.3
2017-05-09 07:20:00,6.2
2017-05-09 07:25:00,6.1
2017-05-09 07:30:00,6.0
2017-05-09 07:35:00,6.0
2017-05-09 07:40:00,6.0
2017-05-09 07:45:00,5.9
2017-05-09 07:50:00,5.8
2017-05-09 07:55:00,5.6
2017-05-09 08:00:00,5.5
2017-05-09 08:05:00,5.5
2017-05-09 08:10:00,5.6
2017-05-09 08:15:00,5.5
2017-05-09 08:20:00,5.5
2017-05-09 08:25:00,5.5
2017-05-09 08:30:00,5.4
2017-05-09 08:35:00,5.4
2017-05-09 08:40:00,5.3
2017-05-09 08:45:00,5.3
2017-05-09 08:50:00,5.5
2017-05-09 08:55:00,5.5
2017-05-09 09:00:00,5.3
2017-05-09 09:05:00,5.3
2017-05-09 09:10:00,5.2
2017-05-09 09:15:00,5.3
2017-05-09 09:20:00,5.5
2017-05-09 09:25:00,5.5
2017-05-09 09:30:00,5.4
2017-05-09 09:35:00,5.4
2017-05-09 09:40:00,5.5
2017-05-09 09:45:00,5.2
2017-05-09 09:50:00,5.1
2017-05-09 09:55:00,5.3
2017-05-09 10:00:00,5.5
2017-05-09 10:05:00,5.3
2017-05-09 10:10:00,5.2
2017-05-09 10:15:00,5.1
2017-05-09 10:20:00,5.2
2017-05-09 10:25:00,5.2
2017-05-09 10:30:00,5.0
2017-05-09 10:35:00,4.9
2017-05-09 10:40:00,4.8
2017-05-09 10:45:00,4.8
2017-05-09 10:50:00,4.6
2017-05-09 10:55:00,4.5
2017-05-09 11:00:00,4.8
2017-05-09 11:05:00,4.7
2017-05-09 11:10:00,4.6
2017-05-09 11:15:00,4.6
2017-05-09 11:20:00,4.4
2017-05-09 11:25:00,4.3
2017-05-09 11:30:00,4.3
2017-05-09 11:35:00,4.2
2017-05-09 11:40:00,4.2
2017-05-09 11:45:00,4.1
2017-05-09 11:50:00,4.2
2017-05-09 11:55:00,4.2
2017-05-09 12:00:00,4.1
2017-05-09 12:05:00,4.1
2017-05-09 12:10:00,3.8
2017-05-09 12:15:00,3.7
2017-05-09 12:20:00,3.6
2017-05-09 12:25:00,3.7
2017-05-09 12:30:00,3.7
2017-05-09 12:35:00,2.9
2017-05-09 12:40:00,2.7
2017-05-09 12:45:00,2.3
2017-05-09 12:50:00,2.8
2017-05-09 12:55:00,3.2
2017-05-09 13:00:00,3.9
2017-05-09 13:05:00,4.0
2017-05-09 13:10:00,4.0
2017-05-09 13:15:00,4.2
2017-05-09 13:20:00,4.4
2017-05-09 13:25:00,4.7
2017-05-09 13:30:00,5.0
2017-05-09 13:35:00,5.3
2017-05-09 13:40:00,5.5
2017-05-09 13:45:00,5.7
2017-05-09 13:50:00,5.8
2017-05-09 13:55:00,6.0
2017-05-09 14:00:00,6.1
2017-05-09 14:05:00,6.1
2017-05-09 14:10:00,6.2
2017-05-09 14:15:00,6.3
2017-05-09 14:20:00,6.6
2017-05-09 14:25:00,7.0
2017-05-09 14:30:00,7.4
2017-05-09 14:35:00,7.8
2017-05-09 14:40:00,8.2
2017-05-09 14:45:00,8.6
2017-05-09 14:50:00,9.0
2017-05-09 14:55:00,9.3
2017-05-09 15:00:00,9.8
2017-05-09 15:05:00,10.2
2017-05-09 15:10:00,10.4
2017-05-09 15:15:00,10.4
2017-05-09 15:20:00,11.0
2017-05-09 15:25:00,11.6
2017-05-09 15:30:00,11.9
2017-05-09 15:35:00,11.6
2017-05-09 15:40:00,11.7
2017-05-09 15:45:00,11.9
2017-05-09 15:50:00,12.4
2017-05-09 15:55:00,13.0
2017-05-09 16:00:00,13.8
2017-05-09 16:05:00,14.1
2017-05-09 16:10:00,14.8
2017-05-09 16:15:00,15.2
2017-05-09 16:20:00,16.1
2017-05-09 16:25:00,16.6
2017-05-09 16:30:00,16.5
2017-05-09 16:35:00,17.1
2017-05-09 16:40:00,17.7
2017-05-09 16:45:00,18.1
2017-05-09 16:50:00,18.7
2017-05-09 16:55:00,19.2
2017-05-09 17:00:00,20.0
2017-05-09 17:05:00,20.4
2017-05-09 17:10:00,21.1
2017-05-09 17:15:00,21.4
2017-05-09 17:20:00,22.3
2017-05-09 17:25:00,22.3
2017-05-09 17:30:00,23.0
2017-05-09 17:35:00,22.9
2017-05-09 17:40:00,23.4
2017-05-09 17:45:00,23.8
2017-05-09 17:50:00,24.9
2017-05-09 17:55:00,25.0
2017-05-09 18:00:00,24.8
2017-05-09 18:05:00,25.7
2017-05-09 18:10:00,26.8
2017-05-09 18:15:00,27.9
2017-05-09 18:20:00,27.1
2017-05-09 18:25:00,27.4
2017-05-09 18:30:00,28.2
2017-05-09 18:35:00,29.1
2017-05-09 18:40:00,28.0
2017-05-09 18:45:00,26.4
2017-05-09 18:50:00,28.1
2017-05-09 18:55:00,29.3
2017-05-09 19:00:00,30.3
2017-05-09 19:05:00,30.4
2017-05-09 19:10:00,30.6
2017-05-09 19:15:00,31.6
2017-05-09 19:20:00,32.3
2017-05-09 19:25:00,31.5
2017-05-09 19:30:00,32.0
2017-05-09 19:35:00,31.6
2017-05-09 19:40:00,32.2
2017-05-09 19:45:00,31.5
2017-05-09 19:50:00,31.8
2017-05-09 19:55:00,31.9
2017-05-09 20:00:00,29.7
2017-05-09 20:05:00,29.9
2017-05-09 20:10:00,33.5
2017-05-09 20:15:00,32.3
2017-05-09 20:20:00,32.0
2017-05-09 20:25:00,34.3
2017-05-09 20:30:00,33.3
2017-05-09 20:35:00,28.7
2017-05-09 20:40:00,29.8
2017-05-09 20:45:00,32.7
2017-05-09 20:50:00,32.4
2017-05-09 20:55:00,33.4
2017-05-09 21:00:00,31.4
2017-05-09 21:05:00,32.9
2017-05-09 21:10:00,28.2
2017-05-09 21:15:00,31.2
2017-05-09 21:20:00,32.3
2017-05-09 21:25:00,32.6
2017-05-09 21:30:00,32.9
2017-05-09 21:35:00,33.5
2017-05-09 21:40:00,33.0
2017-05-09 21:45:00,33.5
2017-05-09 21:50:00,33.6
2017-05-09 21:55:00,33.5
2017-05-09 22:00:00,33.5
2017-05-09 22:05:00,33.6
2017-05-09 22:10:00,33.7
2017-05-09 22:15:00,33.3
2017-05-09 22:20:00,33.1
2017-05-09 22:25:00,32.9
2017-05-09 22:30:00,32.7
2017-05-09 22:35:00,32.9
2017-05-09 22:40:00,32.6
2017-05-09 22:45:00,31.6
2017-05-09 22:50:00,31.6
2017-05-09 22:55:00,31.9
2017-05-09 23:00:00,31.1
2017-05-09 23:05:00,30.9
2017-05-09 23:10:00,31.0
2017-05-09 23:15:00,30.8
2017-05-09 23:20:00,30.6
2017-05-09 23:25:00,30.2
2017-05-09 23:30:00,30.0
2017-05-09 23:35:00,29.4
2017-05-09 23:40:00,29.3
2017-05-09 23:45:00,28.8
2017-05-09 23:50:00,28.3
2017-05-09 23:55:00,27.9
2017-05-10 00:00:00,26.5
2017-05-10 00:05:00,26.3
2017-05-10 00:10:00,26.2
2017-05-10 00:15:00,25.8
2017-05-10 00:20:00,24.9
2017-05-10 00:25:00,24.7
2017-05-10 00:30:00,24.5
2017-05-10 00:35:00,24.2
2017-05-10 00:40:00,23.6
2017-05-10 00:45:00,23.5
2017-05-10 00:50:00,22.2
2017-05-10 00:55:00,21.7
2017-05-10 01:00:00,21.8
2017-05-10 01:05:00,21.2
2017-05-10 01:10:00,20.7
2017-05-10 01:15:00,19.8
2017-05-10 01:20:00,19.0
2017-05-10 01:25:00,18.6
2017-05-10 01:30:00,17.8
2017-05-10 01:35:00,17.3
2017-05-10 01:40:00,16.7
2017-05-10 01:45:00,16.3
2017-05-10 01:50:00,15.9
2017-05-10 01:55:00,15.4
2017-05-10 02:00:00,15.5
2017-05-10 02:05:00,15.0
2017-05-10 02:10:00,14.6
2017-05-10 02:15:00,14.3
2017-05-10 02:20:00,14.2
2017-05-10 02:25:00,13.9
2017-05-10 02:30:00,13.5
2017-05-10 02:35:00,13.2
2017-05-10 02:40:00,13.0
2017-05-10 02:45:00,12.7
2017-05-10 02:50:00,12.4
2017-05-10 02:55:00,12.1
2017-05-10 03:00:00,11.9
2017-05-10 03:05:00,11.7
2017-05-10 03:10:00,11.5
2017-05-10 03:15:00,11.3
2017-05-10 03:20:00,11.1
2017-05-10 03:25:00,10.9
2017-05-10 03:30:00,10.7
2017-05-10 03:35:00,10.6
2017-05-10 03:40:00,10.4
2017-05-10 03:45:00,10.3
2017-05-10 03:50:00,10.1
2017-05-10 03:55:00,10.0
2017-05-10 04:00:00,10.0
2017-05-10 04:05:00,9.9
2017-05-10 04:10:00,9.9
2017-05-10 04:15:00,9.8
2017-05-10 04:20:00,9.7
2017-05-10 04:25:00,9.6
2017-05-10 04:30:00,9.6
2017-05-10 04:35:00,9.6
2017-05-10 04:40:00,9.6
2017-05-10 04:45:00,9.5
2017-05-10 04:50:00,9.5
2017-05-10 04:55:00,9.4
2017-05-10 05:00:00,9.3
2017-05-10 05:05:00,9.1
2017-05-10 05:10:00,8.9
2017-05-10 05:15:00,8.8
2017-05-10 05:20:00,8.6
2017-05-10 05:25:00,8.6
2017-05-10 05:30:00,8.6
2017-05-10 05:35:00,8.5
2017-05-10 05:40:00,8.4
2017-05-10 05:45:00,8.3
2017-05-10 05:50:00,8.2
2017-05-10 05:55:00,8.1
2017-05-10 06:00:00,8.0
2017-05-10 06:05:00,8.0
2017-05-10 06:10:00,7.9
2017-05-10 06:15:00,7.8
2017-05-10 06:20:00,7.8
2017-05-10 06:25:00,7.8
2017-05-10 06:30:00,7.7
2017-05-10 06:35:00,7.6
2017-05-10 06:40:00,7.6
2017-05-10 06:45:00,7.5
2017-05-10 06:50:00,7.5
2017-05-10 06:55:00,7.4
2017-05-10 07:00:00,7.4
2017-05-10 07:05:00,7.3
2017-05-10 07:10:00,7.3
2017-05-10 07:15:00,7.3
2017-05-10 07:20:00,7.3
2017-05-10 07:25:00,7.2
2017-05-10 07:30:00,7.1
2017-05-10 07:35:00,7.1
2017-05-10 07:40:00,7.0
2017-05-10 07:45:00,7.0
2017-05-10 07:50:00,6.9
2017-05-10 07:55:00,6.9
2017-05-10 08:00:00,6.9
2017-05-10 08:05:00,6.8
2017-05-10 08:10:00,6.8
2017-05-10 08:15:00,6.7
2017-05-10 08:20:00,6.6
2017-05-10 08:25:00,6.5
2017-05-10 08:30:00,6.5
2017-05-10 08:35:00,6.5
2017-05-10 08:40:00,6.5
2017-05-10 08:45:00,6.6
2017-05-10 08:50:00,6.5
2017-05-10 08:55:00,6.4
2017-05-10 09:00:00,6.4
2017-05-10 09:05:00,6.3
2017-05-10 09:10:00,6.3
2017-05-10 09:15:00,6.3
2017-05-10 09:20:00,6.2
2017-05-10 09:25:00,6.2
2017-05-10 09:30:00,6.2
2017-05-10 09:35:00,6.1
2017-05-10 09:40:00,6.1
2017-05-10 09:45:00,6.0
2017-05-10 09:50:00,6.0
2017-05-10 09:55:00,5.9
2017-05-10 10:00:00,5.9
2017-05-10 10:05:00,5.9
2017-05-10 10:10:00,5.8
2017-05-10 10:15:00,5.8
2017-05-10 10:20:00,5.7
2017-05-10 10:25:00,5.8
2017-05-10 10:30:00,5.7
2017-05-10 10:35:00,5.7
2017-05-10 10:40:00,5.7
2017-05-10 10:45:00,5.7
2017-05-10 10:50:00,5.7
2017-05-10 10:55:00,5.7
2017-05-10 11:00:00,5.7
2017-05-10 11:05:00,5.7
2017-05-10 11:10:00,5.6
2017-05-10 11:15:00,5.6
2017-05-10 11:20:00,5.5
2017-05-10 11:25:00,5.5
2017-05-10 11:30:00,5.5
2017-05-10 11:35:00,5.4
2017-05-10 11:40:00,5.5
2017-05-10 11:45:00,5.5
2017-05-10 11:50:00,5.4
2017-05-10 11:55:00,5.4
2017-05-10 12:00:00,5.5
2017-05-10 12:05:00,5.4
2017-05-10 12:10:00,5.5
2017-05-10 12:15:00,5.5
2017-05-10 12:20:00,5.5
2017-05-10 12:25:00,5.4
2017-05-10 12:30:00,5.3
2017-05-10 12:35:00,5.3
2017-05-10 12:40:00,5.1
2017-05-10 12:45:00,5.0
2017-05-10 12:50:00,4.9
2017-05-10 12:55:00,4.8
2017-05-10 13:00:00,4.8
2017-05-10 13:05:00,4.9
2017-05-10 13:10:00,4.9
2017-05-10 13:15:00,4.9
2017-05-10 13:20:00,5.1
2017-05-10 13:25:00,5.2
2017-05-10 13:30:00,5.4
2017-05-10 13:35:00,5.5
2017-05-10 13:40:00,5.7
2017-05-10 13:45:00,5.9
2017-05-10 13:50:00,6.2
2017-05-10 13:55:00,6.3
2017-05-10 14:00:00,6.6
2017-05-10 14:05:00,6.9
2017-05-10 14:10:00,7.1
2017-05-10 14:15:00,7.3
2017-05-10 14:20:00,7.6
2017-05-10 14:25:00,8.2
2017-05-10 14:30:00,8.4
2017-05-10 14:35:00,8.6
2017-05-10 14:40:00,9.0
2017-05-10 14:45:00,9.2
2017-05-10 14:50:00,9.5
2017-05-10 14:55:00,9.5
2017-05-10 15:00:00,9.7
2017-05-10 15:05:00,10.0
2017-05-10 15:10:00,10.5
2017-05-10 15:15:00,10.9
2017-05-10 15:20:00,11.3
2017-05-10 15:25:00,12.0
2017-05-10 15:30:00,12.5
2017-05-10 15:35:00,13.1
2017-05-10 15:40:00,13.2
2017-05-10 15:45:00,13.3
2017-05-10 15:50:00,13.8
2017-05-10 15:55:00,14.3
2017-05-10 16:00:00,14.5
2017-05-10 16:05:00,14.7
2017-05-10 16:10:00,15.4
2017-05-10 16:15:00,15.9
2017-05-10 16:20:00,16.7
2017-05-10 16:25:00,17.1
2017-05-10 16:30:00,17.5
2017-05-10 16:35:00,17.5
2017-05-10 16:40:00,18.6
2017-05-10 16:45:00,19.4
2017-05-10 16:50:00,20.2
2017-05-10 16:55:00,20.5
2017-05-10 17:00:00,21.0
2017-05-10 17:05:00,21.5
2017-05-10 17:10:00,22.0
2017-05-10 17:15:00,22.4

